,Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
67207,2470,12,42,6,738,241,225,454
11335,2832,24,67,-10,2994,249,222,1434
15253,2465,25,210,99,674,170,186,849
48751,3197,16,277,23,577,226,247,2627
96780,3342,15,0,0,4345,193,213,4084
80148,2966,2,558,21,864,222,234,1991
113170,2882,19,212,80,234,248,224,1110
38198,3239,5,323,63,2685,219,244,1031
89445,3102,21,466,125,607,238,194,1501
92474,2862,4,0,0,1678,209,237,1231
55065,2243,31,277,40,691,136,184,939
103515,3294,15,42,17,6091,176,239,335
109851,2528,30,300,134,937,250,179,859
25170,3223,28,541,2,1702,191,252,3550
97009,2990,12,134,27,124,198,219,992
68634,2998,12,85,13,5209,227,246,4986
108155,3175,14,513,137,437,243,227,1747
94647,3098,6,360,97,1930,221,226,2848
63544,3253,14,819,52,2037,189,221,600
96474,2054,32,234,133,258,119,199,516
105789,2412,16,242,71,872,243,232,1298
19221,2274,10,295,64,774,194,229,700
38854,3392,12,108,13,2613,240,232,1233
52272,3208,5,283,-12,6149,208,241,1328
98667,2358,17,180,75,1266,193,206,1073
75185,2726,11,175,8,2774,224,217,812
54574,2853,10,150,17,2954,238,231,2352
87552,2883,5,30,3,1798,212,230,1040
45816,2972,14,212,23,1388,211,252,1493
90934,3112,19,570,71,939,248,212,1879
7329,2872,12,270,-4,451,225,213,1742
40017,3338,13,300,48,2132,207,213,1527
84203,3018,19,95,14,5511,228,197,4444
19805,2834,20,295,86,418,233,195,1380
16998,2669,27,190,85,1860,230,237,1383
28607,2995,32,162,36,4487,253,179,2380
71021,2228,29,60,27,1233,129,222,612
47644,3195,15,255,62,1317,185,218,531
40051,3102,14,524,72,2906,193,251,633
43929,2974,9,60,13,3611,199,227,2460
113669,3425,22,516,143,2356,251,205,2362
54363,3087,13,331,30,1430,185,242,1448
111995,3340,24,124,45,924,246,226,1176
41974,3306,16,842,103,1958,203,205,700
94729,3271,18,127,8,2151,209,199,335
5210,3014,18,323,79,1487,167,229,3221
46495,3145,18,150,39,3805,186,206,3302
54314,2617,12,0,0,1249,227,246,845
30662,2757,5,134,6,1819,221,243,721
93918,2737,2,212,21,1530,222,234,2080
99846,3234,12,540,66,4066,236,219,1988
88169,2990,18,787,192,3013,244,209,684
89103,2296,17,67,21,170,243,232,331
98011,3142,27,700,49,2911,163,185,2643
111950,2962,11,190,32,713,219,215,2282
38804,3218,12,426,11,741,200,251,2130
5748,3070,11,306,86,1761,221,216,3624
82781,3011,13,90,13,6294,234,215,3543
93941,2587,18,162,28,1506,246,227,2434
17337,3089,17,242,43,4737,206,202,750
79847,2972,16,170,17,5086,218,202,2914
29649,3283,28,443,92,2753,165,252,966
42815,3166,16,547,125,2220,201,206,2156
27918,3104,21,313,127,644,246,200,1485
10407,2710,6,95,14,1339,214,246,2257
87779,3473,24,162,66,4055,239,234,4034
20503,2727,18,30,13,437,194,254,2352
95814,3101,10,270,61,2901,222,217,5676
111047,2602,11,218,5,819,204,220,782
8405,2983,5,67,-2,5340,215,229,2446
78998,2991,17,335,-19,3670,213,200,5756
60571,2861,17,67,17,4025,199,254,3482
3494,3114,15,391,23,1431,198,209,3542
76689,2641,12,60,-7,1718,231,243,324
44911,2813,20,108,41,3998,248,209,942
72058,3223,12,258,32,5672,240,232,3107
49413,3164,16,162,26,1195,218,204,4893
93310,2849,12,30,7,2563,237,219,2187
95130,3013,10,42,1,2333,232,242,4004
39256,2260,27,30,2,1682,179,174,895
26647,3043,16,95,26,1235,216,202,2842
68194,3243,5,30,0,6212,223,229,277
16958,3138,2,150,29,1057,218,233,1440
42413,2845,7,0,0,638,220,225,216
29064,2606,22,60,3,1379,165,249,1406
110577,3221,16,150,16,3062,180,248,1104
18078,2991,11,60,2,4428,232,218,1024
99147,3108,13,30,2,2814,220,210,1290
83706,3337,3,666,42,878,217,233,1361
56825,3181,29,67,29,4051,149,180,3466
52297,2844,12,90,32,2501,235,239,1861
38843,3202,16,30,7,3041,174,229,2352
30327,1983,33,210,134,180,128,177,779
97218,2998,8,765,102,5984,198,241,6185
26320,3139,10,95,-1,2420,214,249,931
23873,2533,15,30,7,661,243,232,3308
8682,2823,22,108,4,1172,233,188,2268
14137,2946,11,503,63,2700,214,250,2076
64296,2827,8,42,-3,5465,229,226,4658
81114,3054,10,270,63,5662,227,218,4723
62199,3164,11,480,67,1008,196,248,853
36985,3163,13,120,24,2529,184,229,430
100024,3398,8,582,120,1292,234,232,2782
71615,2936,23,175,69,6316,252,213,4158
23837,3027,14,339,109,2866,195,252,1825
87031,2990,18,696,121,2389,189,205,1654
44923,2513,11,60,-4,342,220,216,1514
35004,2896,26,150,43,3245,166,252,1748
92073,2959,13,42,4,4129,207,214,2133
60505,2761,16,228,49,1739,218,204,330
74463,3152,24,626,-22,4063,231,183,4203
95564,3279,13,361,89,5478,231,214,1159
107302,2939,5,323,26,4791,224,228,2845
107086,3201,6,95,-3,3178,214,228,4857
84369,3578,29,924,293,2438,253,188,1273
112481,2760,15,424,12,1663,219,207,2067
51256,3233,15,216,43,1699,238,238,1401
47690,2603,20,85,18,1383,196,196,1909
42910,2469,25,150,41,841,170,188,1128
70703,3304,13,331,69,1746,208,213,1040
20801,3195,13,577,69,2090,214,212,2493
110218,2609,4,30,-1,2049,213,233,2687
79727,2985,8,430,76,6135,207,248,5248
21982,3550,17,908,331,2642,246,214,977
101388,3233,12,295,40,4082,226,246,2062
32386,2966,16,67,16,365,174,231,703
5548,3359,9,162,-13,2984,224,246,474
73570,3173,6,815,99,1507,202,236,2523
74902,2961,10,120,0,1663,227,245,1113
7427,2747,8,60,-8,671,234,231,2232
17168,3123,17,778,86,1739,202,254,618
80704,3107,13,30,7,1533,212,212,2442
103277,2850,4,0,0,1415,224,231,1486
10462,3083,16,85,26,2989,225,204,5740
8074,2876,12,301,8,730,206,217,759
42228,2663,13,60,8,1613,203,214,6373
100149,3338,6,212,-26,3029,228,240,607
102817,2595,23,30,16,1177,224,185,1374
28542,3025,10,192,39,480,234,222,1403
109293,3116,22,391,114,577,162,207,1951
106136,3401,15,541,109,2843,212,252,1366
85485,2970,16,379,76,1557,182,249,1380
22892,2439,9,268,90,1214,207,222,726
23152,3094,14,242,49,4734,232,243,895
44267,2640,17,190,29,2096,195,204,2529
39704,2941,2,67,4,1714,216,234,162
2724,2597,14,192,34,1189,236,213,1348
35372,2873,25,295,27,859,170,252,516
37217,3040,22,553,186,5094,167,203,492
107386,3194,3,306,32,5861,213,241,2210
57835,2783,9,255,36,1879,233,238,2412
75168,3162,8,420,30,6325,213,248,1866
101344,2516,8,0,0,1148,217,222,1616
64564,3179,13,484,54,2040,213,211,2584
29115,2020,33,162,73,201,248,167,474
59138,2838,18,67,14,1207,202,254,2527
82448,2919,3,532,16,4449,212,235,4521
53722,2936,4,402,50,3266,226,233,1834
20289,3267,20,150,38,3287,169,246,1398
87175,3176,6,330,75,2687,228,229,1725
10628,3148,19,330,72,960,205,197,1718
13290,2634,10,297,-17,1273,231,220,834
28719,2957,15,731,79,2836,243,232,1790
58089,3097,17,228,28,2045,221,250,95
86858,2693,24,270,-42,547,199,253,722
45415,3522,16,313,28,1638,176,224,2083
61176,2588,6,361,134,488,217,227,295
77917,3242,11,90,16,6012,204,219,481
77958,2955,9,285,38,5294,234,238,2538
7984,3219,13,663,80,2044,198,215,309
3711,3277,6,655,-13,1687,224,226,3079
55047,2925,26,85,66,362,191,174,2917
105238,2067,33,85,23,212,211,150,480
98777,3017,8,339,66,4890,234,236,1570
65289,3039,14,361,106,467,193,217,1587
108044,3103,8,124,3,3416,228,243,5132
85437,3276,10,842,141,870,202,249,2510
112446,3254,10,272,42,1198,232,221,2250
35373,2879,30,30,-16,365,239,168,2415
96995,3021,12,180,-28,3580,238,222,5495
21914,3022,1,0,0,3355,219,237,162
97060,2518,7,524,40,841,230,228,3817
5173,3112,5,0,0,993,229,235,1802
7164,2689,8,424,77,890,229,224,1282
65065,2615,16,0,0,1173,190,212,2416
50067,3322,14,883,185,1415,219,207,1731
52630,3244,12,592,61,3148,240,231,3004
108481,3113,18,60,-2,3617,215,252,4993
41332,2937,12,95,26,5686,190,246,1092
33600,2798,23,30,13,2250,189,187,882
50910,3410,16,306,172,3866,244,216,3448
64939,2747,10,511,-16,577,223,219,446
77803,3072,21,210,43,1537,156,229,391
105532,2528,30,85,35,937,137,241,1426
46805,3153,16,30,11,4095,182,218,1883
39905,2765,12,362,118,1931,194,222,2071
23414,2141,16,150,77,454,177,221,402
57269,2622,17,300,92,811,191,253,1423
16443,3011,13,700,102,5945,184,240,3420
95392,3258,11,240,-7,997,222,215,3015
14771,3320,24,95,22,3430,164,195,2400
9925,2679,7,319,2,671,218,225,1032
47906,2189,24,108,75,1116,190,181,1187
4050,3044,14,391,69,5412,213,210,3761
93325,3385,17,335,50,2971,221,250,1689
52678,2377,21,60,33,886,156,225,1584
77886,3198,4,342,20,5550,221,231,2790
43865,2228,30,484,151,532,186,163,633
33967,3098,14,402,82,1677,213,208,3610
2375,2930,13,379,49,2580,205,252,2174
37215,3008,14,67,18,2823,186,247,872
106355,2231,34,30,22,849,106,210,700
33674,2916,3,342,52,2804,222,233,2147
17419,2963,13,67,18,1606,236,216,3463
21693,3108,4,150,4,4295,223,232,1499
13779,3032,14,162,51,2605,184,224,1710
19690,2793,8,283,31,1559,213,223,1269
96089,3251,6,351,53,979,209,230,1461
39207,2759,15,192,71,201,241,213,2574
35566,2919,8,30,2,4791,204,229,2277
28649,2815,16,362,82,1840,189,211,990
87598,3056,7,726,-118,1445,228,226,882
114761,3200,3,150,1,42,211,235,1383
73323,3227,20,175,37,973,211,191,1945
4143,3039,8,60,3,3161,208,225,371
50598,3116,22,560,104,5963,153,232,1660
89513,3018,17,297,100,2848,187,252,1840
25670,2493,18,90,4,1921,206,198,872
93503,3135,12,285,27,5562,241,229,953
3995,3008,13,573,89,5192,207,214,5708
54331,2978,10,0,0,3288,202,222,1064
47912,2775,7,30,-2,3031,229,226,6339
46674,2369,19,277,24,1442,195,200,525
110738,3064,2,0,0,1530,223,237,1874
81151,3007,12,808,188,1236,217,213,2522
58109,2564,27,85,7,2061,240,179,579
11060,3244,9,847,69,4250,195,235,2411
67097,3329,11,0,0,1365,238,224,1563
59007,3179,8,937,-23,1224,225,244,1477
55575,2789,14,319,39,2402,242,232,2613
41363,2520,8,404,44,594,224,223,3546
92429,2678,11,362,61,840,233,220,799
93445,2995,7,175,41,1933,203,242,1203
35462,2905,13,212,53,1683,197,218,2568
112994,3023,20,949,264,1557,221,191,2089
104873,2891,8,218,10,2042,232,227,2866
24661,2968,13,268,49,5428,217,250,3010
93842,3300,16,190,-24,3766,191,209,3891
67811,2996,15,67,19,1597,243,232,1844
105372,2708,27,85,16,1552,239,176,1396
66621,3363,14,443,95,3408,214,252,210
29868,2679,8,0,0,1377,228,223,3481
33237,2481,27,420,73,361,177,253,1033
8943,3128,10,741,91,1790,205,249,649
84345,3113,12,283,38,4507,238,221,3118
17749,3160,8,30,0,1805,222,223,384
89404,3076,6,395,75,2200,221,226,2652
44707,2995,5,60,3,2821,213,231,1604
9163,3086,11,570,162,4163,216,216,2397
22929,3158,6,277,22,4564,230,236,2021
98392,3057,2,60,2,3369,214,236,603
67669,3207,13,30,0,1226,220,211,2492
111243,3162,4,420,125,2135,225,239,1104
9924,3096,35,484,-8,750,242,157,1774
67116,2629,14,170,60,1302,208,252,1385
5308,2567,7,600,97,726,219,246,886
46251,3187,22,170,28,902,251,208,760
104408,3208,10,234,5,2646,229,219,960
45709,3164,12,60,21,1559,224,214,2491
82321,2705,3,67,3,1710,222,240,900
91216,2919,14,268,6,5225,181,232,2233
75311,3355,15,446,70,1826,243,231,1852
34038,3274,10,85,7,6044,236,223,495
103558,3034,24,335,72,4347,239,187,2394
1116,3121,8,1172,252,2823,220,221,1507
101417,2979,6,30,2,2731,217,227,1695
45070,2888,23,192,77,2370,250,202,1734
46423,3186,13,150,44,589,232,215,2136
68114,3309,24,30,2,1884,252,213,830
46735,3232,19,499,53,660,164,229,792
40208,2984,7,212,21,1442,219,224,1879
107147,2131,34,150,90,600,164,151,514
35403,2885,29,180,114,2220,132,234,1355
20445,3180,22,60,22,2233,214,251,1425
8525,3147,22,503,211,1614,250,219,2742
33045,2979,18,540,169,540,236,200,806
111481,3311,13,228,-4,5017,190,222,3184
95970,2740,19,30,8,1325,234,197,1719
105550,2359,26,323,206,1129,187,175,1253
74294,3165,20,1140,117,3150,232,243,2366
28348,3177,22,95,23,495,213,187,1595
104914,2851,18,124,22,2501,171,219,685
27471,2679,7,361,16,1600,210,228,6044
64392,3280,11,335,113,2706,239,230,3159
37572,2903,5,272,0,3767,222,243,1566
112101,2957,5,216,44,4591,214,245,2753
90967,3077,20,1036,175,3191,238,238,1611
54062,3359,8,212,1,1360,206,226,3625
103392,2954,15,162,29,1364,180,227,3181
39466,2965,11,467,52,5555,224,247,3622
24473,3135,5,201,0,3940,226,241,1366
106592,2416,11,330,26,949,233,220,957
23608,3351,19,342,81,3647,184,205,1956
6330,3270,8,525,65,3216,235,231,4479
9548,3160,6,30,1,2322,223,227,1465
24210,2082,24,170,64,234,148,236,511
16638,2755,33,67,27,1292,194,246,1883
16886,2534,15,170,30,1034,212,252,1503
56468,2844,8,0,0,1041,230,241,2413
76458,3057,3,342,69,5771,225,234,4643
42087,3010,7,150,10,815,208,228,1168
76686,3157,14,216,22,595,205,211,2520
111935,3103,17,339,94,598,179,217,1861
42688,3276,10,30,0,1549,236,224,2952
86468,3046,20,242,32,3161,215,191,1693
46583,2814,18,42,9,2524,229,245,1114
58018,2801,31,85,49,3730,248,212,5675
18197,2745,12,170,85,2542,202,217,6784
74471,3226,11,571,116,1357,192,246,2611
94128,2900,13,301,-35,5375,206,213,3933
33940,3119,21,247,78,997,242,198,1487
10765,2843,12,30,8,1245,237,218,1699
114334,2975,8,0,0,5354,231,239,2160
114329,2970,10,295,-28,4808,234,223,2976
96547,2946,13,277,74,3354,240,219,2249
21759,2939,14,768,302,1087,216,251,1690
47848,3032,13,134,9,2067,223,211,1616
64463,2619,13,458,30,1343,229,211,4112
28470,3273,15,607,198,841,209,207,685
81212,3018,17,277,85,594,189,207,1698
2040,2828,18,124,49,2627,229,198,2830
35360,3137,23,255,26,3935,173,192,888
115236,2114,11,30,3,1230,240,229,1168
17113,3048,23,272,-29,646,247,197,1718
84195,2868,20,361,102,2376,209,191,467
106225,3004,20,360,83,2173,213,193,2274
64445,3137,17,300,112,2301,236,240,1657
15803,3068,20,600,271,2613,166,215,1533
13948,3090,11,450,-92,1744,233,220,1415
4679,2863,14,67,16,5922,188,222,4548
81211,3205,12,335,33,4481,199,218,1620
61131,3187,7,524,18,2116,220,225,1060
94093,2846,18,258,43,2671,236,201,1867
112231,3197,17,283,70,2166,239,237,3303
8236,3397,13,458,46,2255,234,241,474
107569,2969,5,511,16,886,223,229,2022
18630,2913,16,492,94,1530,199,207,2828
17250,2823,5,0,0,2652,227,231,2721
41468,2995,5,256,30,953,214,229,2132
103753,3044,9,592,194,5816,235,229,5051
88316,3148,14,85,14,1406,188,219,2340
42655,2982,19,95,27,4223,243,233,2033
106772,2378,20,175,37,904,224,191,708
70576,3205,14,42,-1,1968,224,208,1771
72648,2968,11,180,36,2185,219,215,631
3556,3054,6,85,12,1777,225,242,1800
39494,2560,35,150,61,1549,179,246,395
74857,2450,7,90,13,591,231,227,1530
86036,3115,8,417,-5,2340,199,242,2510
8579,3006,10,192,55,960,238,233,446
44698,2863,27,324,198,1368,249,188,1018
79456,3084,20,541,155,6111,162,241,1531
76547,2826,14,228,70,1390,201,212,1542
42196,2747,1,402,16,994,219,238,1816
97550,3341,17,467,-16,1294,218,199,1806
108403,2318,21,212,120,953,240,236,834
71618,3348,18,443,86,4495,222,249,2687
886,2818,18,240,147,247,237,203,1578
40628,3004,19,30,-1,1670,241,202,1825
14338,3021,21,175,30,2300,206,191,4230
62318,2287,27,108,53,319,152,191,1040
85580,3031,10,95,7,3601,232,221,1959
53447,2482,16,0,0,1025,202,206,1294
48592,3171,5,108,13,579,207,240,875
33495,2548,28,600,-51,571,254,204,1307
47996,2545,7,212,2,335,224,225,1361
84315,2916,13,90,3,5302,233,242,4039
85541,3180,24,170,42,2349,250,220,3124
34079,2947,8,247,55,1740,234,228,1900
101331,2901,20,418,252,1818,173,250,1531
34420,3128,28,30,12,1342,235,174,845
30097,3215,26,134,57,1095,142,238,2463
59285,2538,4,150,7,2584,226,236,2525
58113,2919,4,85,3,3934,224,241,6166
73597,3042,11,67,12,3000,195,247,1116
61928,3129,23,170,57,4347,155,209,1074
63912,3454,16,631,20,2579,231,204,1974
30551,3121,18,454,15,2147,216,198,1507
64637,2965,15,283,54,4031,241,215,5239
82334,2909,10,150,13,5018,196,246,1299
10259,3121,20,285,94,3217,192,254,1150
115779,2954,10,60,0,1558,218,219,907
59882,2748,23,268,76,1319,151,218,1307
87170,3011,6,234,27,4039,208,232,1426
4639,3178,7,524,46,3225,209,228,3541
96404,3274,21,531,14,1463,237,192,5014
104100,2161,24,268,88,361,183,186,604
23099,3037,5,60,3,3212,227,232,5455
103675,3294,7,95,21,6091,208,247,379
116103,3268,8,234,60,1415,209,226,458
27825,2660,16,242,84,607,208,205,1969
81359,2978,7,0,0,3960,232,232,5367
45354,2830,23,127,43,2278,152,240,973
108025,3349,17,618,194,1657,244,231,1377
109578,2854,24,268,72,1621,192,183,1718
101849,2863,19,330,-8,376,221,194,1518
38370,3139,18,351,74,5826,173,246,2173
74575,3037,11,108,22,2809,196,226,677
32096,3233,10,484,-29,2777,207,250,285
78991,3327,14,1149,230,3670,190,250,2504
75326,3273,7,335,52,5476,217,225,525
29497,3059,10,330,15,3174,231,219,466
97396,2590,6,108,26,1299,207,233,4950
78088,2970,8,108,0,3461,222,222,2166
14934,2987,14,0,0,3459,182,230,1919
72419,2741,34,390,-53,2094,145,246,1620
58361,2742,18,30,8,360,246,227,420
109405,2651,16,0,0,2106,207,204,4640
28825,2033,36,360,182,330,142,149,930
90595,2737,12,201,80,2742,188,229,1231
96291,2960,31,424,268,2223,153,249,1213
101677,2692,16,335,58,390,206,206,426
88551,3240,13,1006,223,2117,206,212,2177
80177,3433,8,845,118,2073,205,247,1090
104411,2776,4,234,25,866,223,231,1944
80129,3013,4,85,7,4360,208,238,793
1644,2802,17,170,46,1968,246,224,870
58250,2991,16,390,47,2603,246,225,2631
114823,2559,17,60,8,313,239,238,1802
76746,3173,11,510,18,2089,210,218,1050
26397,2837,24,295,176,309,227,182,1487
114082,2956,8,60,8,3154,202,231,1242
53135,2961,29,990,166,2670,239,228,1243
82857,2480,7,391,121,810,201,241,300
13462,3011,11,0,0,1745,194,226,1931
110394,2893,1,255,61,866,218,236,1543
74670,2901,22,306,139,1528,243,232,1745
89446,2974,23,787,97,807,188,187,1249
15996,2747,6,201,20,2754,229,231,5047
87322,2461,14,30,3,830,188,222,644
10548,3219,15,480,143,927,212,206,1092
15594,3057,19,234,36,1822,224,248,218
106688,2571,9,95,22,1142,196,236,4978
104013,2806,24,285,109,1101,203,180,1041
105370,2714,31,335,169,1165,130,236,1443
69809,2777,25,60,-2,2439,218,246,969
50234,3157,4,212,-21,859,211,232,1101
100249,3034,18,42,7,1392,167,238,2538
32012,2839,12,108,27,2315,201,217,2191
25646,2683,3,60,5,2090,224,233,1783
39739,3197,6,60,4,4312,221,227,3355
53573,2036,35,108,82,170,206,144,255
4009,2899,8,190,19,3197,230,225,4432
99566,3053,13,95,9,3392,241,225,569
84119,2349,22,418,95,297,156,239,666
49524,3446,28,108,53,2894,137,236,2234
22196,3076,10,297,36,42,230,219,878
105582,3060,22,433,29,4781,206,186,3247
106089,2885,21,90,17,994,158,223,828
102106,2881,15,108,17,2736,244,229,1973
7423,2718,18,30,-2,2719,244,209,2207
34215,3339,9,60,16,2143,204,226,1114
104782,3320,28,277,86,984,193,251,939
32572,3284,19,127,33,3480,209,253,543
44691,3241,10,457,108,808,233,221,5440
87549,3216,5,564,66,5958,208,243,2584
5562,3031,12,127,12,3154,240,229,350
23879,3117,4,335,58,612,217,230,1319
44385,3182,3,30,-2,3572,217,232,3206
79276,3229,7,570,153,865,225,226,1172
14964,3011,15,228,7,4190,245,227,3650
47959,2885,15,390,59,900,213,207,1567
60264,2887,4,404,39,2741,226,239,2363
62005,2810,8,60,9,1165,220,222,2086
54834,2892,24,272,130,1489,218,247,1785
112430,3328,5,570,111,926,221,243,1065
71648,2992,9,60,-7,3769,220,220,1368
62452,3388,22,240,69,2310,251,212,924
1522,2990,7,60,-1,2654,212,227,2040
15697,2756,12,256,36,1436,240,225,2363
54119,2671,4,216,-8,636,212,233,1134
16218,3162,9,30,5,834,195,237,1556
76791,2755,12,216,20,2697,238,236,6707
98611,3064,7,524,30,6391,221,225,3228
28819,3008,11,190,-2,967,232,219,932
80625,2915,5,150,22,2084,207,242,752
29667,2231,32,212,106,1057,178,154,1173
37160,2017,23,335,32,408,164,200,272
58012,2795,25,201,-24,228,238,184,1390
20915,2657,12,30,2,1405,208,215,1836
5616,2930,13,0,0,713,191,221,2083
87791,2405,21,170,37,1099,161,214,787
949,3032,23,0,0,2052,181,191,3373
11597,3082,7,234,43,108,220,225,942
108092,2964,17,175,60,3200,179,249,1920
66584,2907,27,67,16,5591,137,234,984
83854,3144,10,134,15,874,192,240,1436
69636,3198,5,67,0,4255,225,230,1764
10408,2991,7,371,16,3211,224,224,5983
16098,2978,16,446,10,6282,240,236,3045
48852,2688,16,42,4,1332,210,204,1865
8242,2939,15,170,36,4565,224,205,3744
37162,2771,6,153,19,2370,215,246,1613
66966,3023,9,323,18,4490,229,223,618
65511,2936,20,365,36,5509,179,253,4152
85994,2735,6,242,19,1627,228,230,2230
88673,3201,8,85,19,2886,229,223,5113
31773,3169,14,134,-13,1900,224,208,1655
67252,2846,6,30,0,5274,206,243,569
102712,3126,6,190,17,6641,214,246,2508
96960,3244,10,240,39,3005,235,223,4810
110487,2940,11,331,93,1643,237,237,2308
41692,2595,19,228,64,845,246,210,558
74929,3160,6,313,16,5974,215,227,1001
101130,2865,15,108,26,3377,244,220,1772
18886,3300,8,918,165,830,200,243,2613
115633,3077,14,272,82,2565,180,236,1563
47571,3177,16,458,97,2007,212,252,876
39436,2666,18,210,49,1057,245,210,558
108502,1961,19,150,70,124,178,208,591
92311,3071,18,497,28,1153,199,201,2008
24266,3187,13,446,110,558,241,222,752
111807,2775,7,60,-2,3015,232,234,6358
2687,3244,7,201,2,6208,225,226,459
5884,3142,21,228,33,5438,207,253,1318
69486,2830,7,67,0,2444,231,229,2647
61738,2941,23,85,22,2871,177,253,1024
28303,2977,12,247,45,3108,201,218,1172
69132,3158,16,212,31,3391,177,221,1664
60305,3367,16,541,85,1981,175,224,3137
20988,3311,16,124,41,5798,225,203,685
109763,2949,9,495,36,4625,231,223,3005
49045,3030,22,598,215,660,225,188,902
13938,2968,11,0,0,4369,235,221,3762
116076,2962,17,458,203,576,173,224,1298
78918,2340,31,180,70,713,198,157,691
42452,3113,18,404,53,6110,205,254,2032
56517,2125,33,228,127,365,134,243,467
55938,3117,13,162,33,1879,236,216,2758
90889,2885,16,270,128,1660,210,253,1477
25521,3017,19,509,66,5504,211,252,785
44931,2843,8,240,27,3046,233,236,2674
55166,3020,4,270,35,1969,217,231,1433
